sysname,chassis,source_ip,l2vpn,service_id,service_name,customer_id,sap,ingress_qos_id,egress_qos_id,buffer_min,buffer_max,resv_min,resv_max
HER-R10-EA,7750,10.190.0.164,vpls,222002,MUR_RNC221,2,1/1/3,10,10,,,,
HER-R10-EB,7750,10.190.0.165,vpls,222002,MUR_RNC221,2,1/1/3,10,10,,,,
TIJMTX-BCN1015-EB,7750,10.190.0.21,vpls,100,rvpls-100,2,2/1/7,50,50,,,,
TIJMTX-BCN1015-EB,7750,10.190.0.21,vpls,100,rvpls-100,2,2/1/8,50,50,,,,
DURMTX-DGO602-GA,7750,10.190.0.228,vpls,238431,VPLS service-1289 DURMTX-DGO602-GA (10.190.0.228),2,4/1/4,40,40,,,,
DURMTX-DGO602-GA,7750,10.190.0.228,vpls,238431,VPLS service-1289 DURMTX-DGO602-GA (10.190.0.228),2,4/1/5,40,40,,,,
DURMTX-DGO602-GA,7750,10.190.0.228,vpls,238431,VPLS service-1289 DURMTX-DGO602-GA (10.190.0.228),2,4/1/6,40,40,,,,
DURMTX-DGO602-GA,7750,10.190.0.228,vpls,267594,VPLS service-6424 DURMTX-DGO602-GA (10.190.0.228),2,4/1/3,40,40,,,,
DURMTX-DGO602-GA,7750,10.190.0.228,vpls,299097,VPLS service-5682 DURMTX-DGO602-GA (10.190.0.228),2,3/1/6,10,10,,,,
TORMTX-TOR250-EB,7750,10.190.0.236,vpls,100,rvpls-100,2,2/1/7,50,50,,,,
TORMTX-TOR250-EB,7750,10.190.0.236,vpls,100,rvpls-100,2,2/1/8,50,50,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,223006,RNC31-IuPS-1,1,1/2/1,2000,2000,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,223007,RNC31-IuPS-2,1,1/2/5,2000,2000,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,223008,RNC31-IuPS-3,1,1/2/3,2000,2000,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,223009,RNC31-IuPS-4,1,1/2/4,2000,2000,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,223030,SINCRONIA-SYMMETRICON,1,1/1/10,10,10,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,223131,223131,2,1/2/6,10,10,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,223132,223132,2,1/2/7,10,10,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,223133,223133,2,1/2/8,10,10,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,223134,223134,2,1/2/9,10,10,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,223310,vpls-Expansion-UMG-MGW-O&M,2,1/1/11,10,10,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,223312,vpls-Physical_sec_oym,2,1/2/2,10,10,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,238100,238100,2,2/1/4,10,10,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,238101,238101,2,1/1/16,10,10,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,238102,238102,2,1/1/22,10,10,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,238103,238103,2,2/1/5,10,10,,,,
TORMTX-TOR250-SA,7450,10.190.0.237,vpls,238104,238104,2,2/1/10,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,223002,223002,2,2/1/1,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,223006,RNC31-IuPS-1,1,1/2/1,2000,2000,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,223007,RNC31-IuPS-2,1,1/2/2,2000,2000,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,223008,RNC31-IuPS-3,1,1/2/3,2000,2000,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,223009,RNC31-IuPS-4,1,1/2/4,2000,2000,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,223131,223131,2,1/2/6,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,223132,223132,2,1/2/7,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,223133,223133,2,1/2/8,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,223134,223134,2,1/2/9,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238100,238100,2,2/1/4,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238101,238101,2,1/1/16,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238102,238102,2,1/1/22,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238103,238103,2,2/1/5,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238104,238104,2,2/1/10,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238105,238105,2,2/1/6,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238106,238106,2,2/1/2,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238107,238107,2,1/2/17,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238108,238108,2,1/1/24,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238109,238109,2,1/2/16,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238110,238110,2,1/2/10,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238111,238111,2,1/2/11,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238112,238112,2,1/2/18,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238113,238113,2,1/2/22,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238114,238114,2,2/1/11,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238114,238114,2,2/1/12,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238114,238114,2,2/1/13,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238114,238114,2,2/1/14,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238115,238115,2,2/1/3,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238116,238116,2,1/2/15,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238117,238117,2,2/1/7,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238117,238117,2,2/1/8,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238117,238117,2,2/1/9,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238117,238117,2,2/1/18,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238118,238118,2,1/2/12,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238119,238119,2,1/2/13,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238120,238120,2,1/2/19,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238120,238120,2,1/2/20,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238120,238120,2,1/2/21,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238120,238120,2,2/1/15,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238120,238120,2,2/1/16,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238120,238120,2,2/1/17,10,10,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238121,Blaulabs,2,1/1/8,1,1,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238121,Blaulabs,2,1/1/10,1,1,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238121,Blaulabs,2,1/1/12,1,1,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238121,Blaulabs,2,1/1/14,1,1,,,,
TORMTX-TOR250-SB,7450,10.190.0.238,vpls,238121,Blaulabs,2,1/1/20,1,1,,,,
CHIMTX-CHI100-EA,7750,10.190.0.245,vpls,300100,300100,2,2/1/3,1,1,,,,
CHIMTX-CHI100-EB,7750,10.190.0.246,vpls,100,rvpls-100,2,2/1/7,50,50,,,,
CHIMTX-CHI100-EB,7750,10.190.0.246,vpls,100,rvpls-100,2,2/1/8,50,50,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,223002,BSC30-Abis-1,1,1/2/1,2021,2000,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,223003,BSC30-Abis-2,1,1/2/2,2021,2000,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,223006,vpls-Physical_sec_oym,1,1/1/23,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,223031,SINCRONIA-SYMMETRICON,1,1/1/3,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238100,238100,1,2/1/1,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238101,238101,1,1/1/4,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238102,238102,1,1/1/6,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238103,238103,1,1/1/7,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238104,238104,1,2/1/3,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238109,238109,1,2/1/4,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238109,238109,1,2/1/5,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238109,238109,1,2/1/6,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238109,238109,1,2/1/7,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238110,238110,1,1/2/4,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238111,238111,1,2/1/8,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238112,238112,1,2/1/9,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238112,238112,1,2/1/10,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238112,238112,1,2/1/11,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238112,238112,1,2/1/12,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238113,238113,1,1/1/11,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238113,238113,1,1/2/21,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238113,238113,1,1/2/22,1,1,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238113,238113,1,1/2/23,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238113,238113,1,2/1/13,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238113,238113,1,2/1/15,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238113,238113,1,2/1/16,10,10,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238114,Blaulabs,1,1/1/5,1,1,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,238114,Blaulabs,1,1/1/24,1,1,,,,
CHIMTX-CHI100-SA,7450,10.190.0.247,vpls,90004020,To-CHI-100-02_1-GestionMW,1,1/2/3,1,1,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,223002,BSC30-Abis-1,1,1/2/1,2021,2000,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,223003,BSC30-Abis-2,1,1/2/2,2021,2000,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238100,238100,1,2/1/1,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238101,238101,1,1/1/4,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238102,238102,1,1/1/6,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238103,238103,1,1/1/7,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238109,238109,1,2/1/4,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238109,238109,1,2/1/5,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238109,238109,1,2/1/6,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238109,238109,1,2/1/7,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238110,238110,1,1/2/4,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238111,238111,1,2/1/8,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238112,238112,1,2/1/9,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238112,238112,1,2/1/10,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238112,238112,1,2/1/11,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238112,238112,1,2/1/12,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238113,238113,1,1/2/21,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238113,238113,1,1/2/22,1,1,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238113,238113,1,1/2/23,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238113,238113,1,2/1/13,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238113,238113,1,2/1/14,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238113,238113,1,2/1/15,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238114,Blaulabs,1,1/1/3,1,1,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238114,Blaulabs,1,1/1/5,1,1,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,238114,Blaulabs,1,1/1/10,1,1,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,259807,259807,1,2/1/16,10,10,,,,
CHIMTX-CHI100-SB,7450,10.190.0.248,vpls,259808,259808,1,2/1/17,10,10,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,210010,vpls ABIS1-BSC10,1,1/1/5,10,10,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,210011,vpls ABIS2-BSC10,1,1/1/6,10,10,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,211009,rvpls-OYM,1,1/2/12,10,10,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,211009,rvpls-OYM,1,2/2/1,10,10,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,211009,rvpls-OYM,1,2/2/2,10,10,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,211009,rvpls-OYM,1,2/2/4,10,10,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,211009,rvpls-OYM,1,2/2/19,10,10,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,211009,rvpls-OYM,1,2/2/20,10,10,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,221019,vpls-To-CIENA,2,2/1/4,10,10,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,221020,vpls-Physical_sec_oym,2,1/2/19,10,10,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,221032,Blaulabs,2,2/1/29,1,1,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,221032,Blaulabs,2,2/1/30,1,1,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,221032,Blaulabs,2,2/1/31,1,1,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,221032,Blaulabs,2,2/1/32,1,1,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,221032,Blaulabs,2,2/1/33,1,1,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,221032,Blaulabs,2,2/1/34,1,1,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,221032,Blaulabs,2,2/1/35,1,1,,,,
TIJMTX-BCN1015-SA,7450,10.190.0.32,vpls,221032,Blaulabs,2,2/1/36,1,1,,,,
