sysname,chassis,source_ip,l2vpn,service_id,service_name,customer_id,sap,ingress_qos_id,egress_qos_id,buffer_min,buffer_max,resv_min,resv_max
PUEMTX-PUE7020-SB,7450,10.190.2.114,epipe,508065,To-PUE-7023,2,1/1/3,2000,2000,25.00,25.00,30.00,30.00
PUEMTX-PUE7020-SB,7450,10.190.2.114,epipe,508066,To-HPUE8090,2,1/1/3,2000,2000,25.00,25.00,30.00,30.00
PUEMTX-PUE7020-SB,7450,10.190.2.114,epipe,508067,To-LPUE8090,2,1/1/3,2000,2000,25.00,25.00,30.00,30.00
PUEMTX-PUE7020-SB,7450,10.190.2.114,epipe,508068,To-HPUE8090-LPUE8090-OYM-3G-LTE,2,1/1/3,3000,3000,25.00,25.00,30.00,30.00
PUEMTX-PUE7020-SB,7450,10.190.2.114,epipe,508069,To-PUE-7105_Los_Heroes-3G,2,1/1/3,2000,2000,25.00,25.00,30.00,30.00
PUEMTX-PUE7020-SB,7450,10.190.2.114,epipe,508071,To-PUE-7105_Los_Heroes-GSM,2,1/1/3,2000,2000,25.00,25.00,30.00,30.00
PUEMTX-PUE7020-SB,7450,10.190.2.114,epipe,508072,To-GU-PUE-7105,2,1/1/3,2000,2000,25.00,25.00,30.00,30.00
PUEMTX-PUE7020-SB,7450,10.190.2.114,epipe,508073,To-HPUE8084,2,1/1/3,2000,2000,25.00,25.00,30.00,30.00
PUEMTX-PUE7020-SB,7450,10.190.2.114,epipe,508074,To-LPUE8084,2,1/1/3,2000,2000,25.00,25.00,30.00,30.00
PUEMTX-PUE7020-SB,7450,10.190.2.114,epipe,508075,To-HPUE8084-LPUE8084-OYM-3G-LTE,2,1/1/3,3000,3000,25.00,25.00,30.00,30.00
PUEMTX-PUE7020-SB,7450,10.190.2.114,epipe,508076,To-PUE-493H_Const_Mexicana-3G,2,1/1/3,2000,2000,25.00,25.00,30.00,30.00
PUEMTX-PUE7020-SB,7450,10.190.2.114,epipe,508077,To-PUE-493H_Cons_Mexicana-OYM,2,1/1/3,3000,3000,25.00,25.00,30.00,30.00
PUEMTX-PUE7020-SB,7450,10.190.2.114,epipe,508078,To-PUE-493H_Cons_Mexicana-GSM,2,1/1/3,2000,2000,25.00,25.00,30.00,30.00
PUEMTX-PUE7020-SB,7450,10.190.2.114,epipe,508079,To-GU-PUE-493H,2,1/1/3,2000,2000,25.00,25.00,30.00,30.00
PUEMTX-PUE7020-SB,7450,10.190.2.114,vpls,90004021,90004021,2,1/1/8,3001,3000,25.00,25.00,30.00,30.00
