Sysname,model,source,description
MEXI68-PUE7014-AA,7705,10.190.2.163,
OAXAC2-OAX7002-AA,7705,10.190.2.164,
ORIZAB-VER7030-AA,7705,10.190.2.165,
POZCEN-VER7039-AA,7705,10.190.2.166,
UDLA-PUE7039-AA,7705,10.190.2.172,
ACAMTX-ACAMTX-EA,7750,10.190.2.175,standard_network_PS:no_rate_limit
ACAMTX-ACAMTX-EB,7750,10.190.2.176,standard_network_PS:no_rate_limit
ACAMTX-ACAMTX-SA,7450,10.190.2.177,standard_network_PS:no_rate_limit
ACAMTX-ACAMTX-SB,7450,10.190.2.178,standard_network_PS:no_rate_limit
ACAMTX-ACAMTX-AA,7705,10.190.2.179,
ACSMTX-BB019-GA,7750,10.190.2.18,standard_network_PS:no_rate_limit
TEHUAC-PUE7026-GA,7750,10.190.2.180,standard_network_PS:no_rate_limit
TEHUAC-PUE7026-AA,7705,10.190.2.181,
ELABUE-VER7027-GA,7750,10.190.2.182,standard_network_PS:no_rate_limit
ELABUE-VER7027-AA,7705,10.190.2.183,
ZIHGTA-GUE7041-WA,7750,10.190.2.184,standard_network_PS:no_rate_limit
MXVERCTZ0509RTAGG01,7750,10.190.2.185,standard_network_PS:no_rate_limit
IXTAPA-GUE7041-AA,7705,10.190.2.186,
SANMETX-PUEB7007-AA,7705,10.190.2.188,
CIUDAD-GUJ6020-GA,7750,10.190.2.19,standard_network_PS:no_rate_limit
HUATUL-IUSTB00991-WA,7750,10.190.2.190,standard_network_PS:no_rate_limit
PUE-R4-EA,7750,10.190.2.191,standard_network_PS:no_rate_limit
PUE-R4-EB,7750,10.190.2.192,standard_network_PS:no_rate_limit
VER-R18-EA,7750,10.190.2.193,standard_network_PS:no_rate_limit
VER-R18-EB,7750,10.190.2.194,standard_network_PS:no_rate_limit
VER-R18-GA-A,7750,10.190.2.195,standard_network_PS:no_rate_limit
VER-R18-GA-B,7750,10.190.2.196,standard_network_PS:no_rate_limit
LATORR-GUJ6035-GA,7750,10.190.2.20,standard_network_PS:no_rate_limit
MERMTX-YUC8012-CA,7750,10.190.2.200,standard_network_PS:no_rate_limit
MERMTX-YUC8012-CB,7750,10.190.2.201,standard_network_PS:no_rate_limit
VHGTAC-IUSTB00974-WA,7750,10.190.2.202,standard_network_PS:no_rate_limit
VIHMTX-TAB8018-CA,7750,10.190.2.203,standard_network_PS:no_rate_limit
VIHMTX-TAB8018-CB,7750,10.190.2.204,standard_network_PS:no_rate_limit
SAMU-CAM8006-AA,7705,10.190.2.206,
DELCAR-ROO8062-AA,7705,10.190.2.207,
CHETUM-ROO7013-AA,7705,10.190.2.208,
TAPCOL-CHP8028-AA,7705,10.190.2.209,
ALAME6-GUJ6061-GA,7750,10.190.2.21,standard_network_PS:no_rate_limit
MALGTA-IUSTB00971-WA,7750,10.190.2.210,standard_network_PS:no_rate_limit
MAMGTA-IUSTB00973-WA,7750,10.190.2.211,standard_network_PS:no_rate_limit
TUXGTA-IUSTB00982-WA,7750,10.190.2.212,standard_network_PS:no_rate_limit
MERCCO-YUC8004-GA,7750,10.190.2.213,standard_network_PS:no_rate_limit
PASMON-YUC8014-GA,7750,10.190.2.214,standard_network_PS:no_rate_limit
MECTRO-YUC8025-GA,7750,10.190.2.215,standard_network_PS:no_rate_limit
GARGIN-YUC8030-GA,7750,10.190.2.216,standard_network_PS:no_rate_limit
PZADOR-YUC8022-GA,7750,10.190.2.217,standard_network_PS:no_rate_limit
FRAMON-YUC8005-GA,7750,10.190.2.218,standard_network_PS:no_rate_limit
HUATUL-OAX7047-AA,7705,10.190.2.219,
CLUGOL-GUJ6051-GA,7750,10.190.2.22,standard_network_PS:no_rate_limit
TERAN-CHP8031-GA,7750,10.190.2.220,standard_network_PS:no_rate_limit
CAMGTA-IUSTB00977-WA,7750,10.190.2.221,standard_network_PS:no_rate_limit
CARGTA-IUSTB00984-WA,7750,10.190.2.223,standard_network_PS:no_rate_limit
DELCAR-ROO8062-GA,7750,10.190.2.224,standard_network_PS:no_rate_limit
ESCGTA-IUSTB00983-WA,7750,10.190.2.225,standard_network_PS:no_rate_limit
ESCARC-CAM8009-GA,7750,10.190.2.226,standard_network_PS:no_rate_limit
TICGTA-IUSTB00975-WA,7750,10.190.2.227,standard_network_PS:no_rate_limit
TUXCOL-CHP8001-GA,7750,10.190.2.228,standard_network_PS:no_rate_limit
CHEGTA-IUSTB00985-WA,7750,10.190.2.229,standard_network_PS:no_rate_limit
CHETUM-ROO7013-GA,7750,10.190.2.230,standard_network_PS:no_rate_limit
TUXMXT-TUXMTX-GA,7750,10.190.2.231,standard_network_PS:no_rate_limit
TAPCOL-CHP8028-GA,7750,10.190.2.232,standard_network_PS:no_rate_limit
LAUREL-CHP8022-GA,7750,10.190.2.233,standard_network_PS:no_rate_limit
CANGTA-IUSTB00944-WA,7750,10.190.2.234,standard_network_PS:no_rate_limit
TULIPA-CHP8023-GA,7750,10.190.2.235,standard_network_PS:no_rate_limit
MERMTX-YUC8012-EA,7750,10.190.2.238,standard_network_PS:no_rate_limit
MERMTX-YUC8012-EB,7750,10.190.2.239,standard_network_PS:no_rate_limit
PERSEO-AGS6014-GA,7750,10.190.2.24,standard_network_PS:no_rate_limit
MERMTX-YUC8012-SA,7450,10.190.2.240,standard_network_PS:no_rate_limit
MERMTX-YUC8012-SB,7450,10.190.2.241,standard_network_PS:no_rate_limit
MERMTX-YUC8012-AA,7705,10.190.2.242,
MERMTX-YUC8012-AB,7705,10.190.2.243,
PZADOR-YUC8022-AA,7705,10.190.2.244,
MECTRO-YUC8025-AA,7705,10.190.2.245,
TUXMXT-TUXMTX-AA,7705,10.190.2.247,
PASMON-YUC8014-AA,7705,10.190.2.248,
MERGTA-IUSTB00976-WA,7750,10.190.2.249,standard_network_PS:no_rate_limit
ESPANA-SLP6003-GA,7750,10.190.2.25,standard_network_PS:no_rate_limit
CANMTX-ROO8018-CA,7750,10.190.2.250,standard_network_PS:no_rate_limit
CANMTX-ROO8018-CB,7750,10.190.2.251,standard_network_PS:no_rate_limit
ESCARC-CAM8009-AA,7705,10.190.2.252,
TUXCOL-CHP8001-AA,7705,10.190.2.253,
TUXCOL-CHP8001-AB,7705,10.190.2.254,
TERAN-CHP8031-AA,7705,10.190.2.255,
CAMPES-AGS6006-GA,7750,10.190.2.26,standard_network_PS:no_rate_limit
ACSGTA-BB019-WA,7750,10.190.2.27,standard_network_PS:no_rate_limit
GUADPE-GPE6006-GA,7750,10.190.2.28,standard_network_PS:no_rate_limit
ZACGTA-ZAC6006-WA,7750,10.190.2.29,standard_network_PS:no_rate_limit
SLPMTX-SLP162H-GA,7750,10.190.2.31,standard_network_PS:no_rate_limit
IGNMAR-SLP151H-GA,7750,10.190.2.32,standard_network_PS:no_rate_limit
LASHAD-AGS6012-GA,7750,10.190.2.33,standard_network_PS:no_rate_limit
ALAMIT-SLP6017-GA,7750,10.190.2.34,standard_network_PS:no_rate_limit
TINREV-QRO102-GA,7750,10.190.2.36,standard_network_PS:no_rate_limit
TECNOL-QUE6009-GA,7750,10.190.2.38,standard_network_PS:no_rate_limit
JARDIN-QUE6015-GA,7750,10.190.2.39,standard_network_PS:no_rate_limit
SANJUA-QUE6008-GA,7750,10.190.2.40,standard_network_PS:no_rate_limit
SANPAB-QUE6017-GA,7750,10.190.2.41,standard_network_PS:no_rate_limit
BUGAMB-GUJ6032-AA,7705,10.190.2.43,
LASBRI-GUJ6069-AA,7705,10.190.2.44,
ALAME6-GUJ6061-AA,7705,10.190.2.47,
CIUDAD-NFO002-AA,7705,10.190.2.48,
LATORR-GUJ6035-AA,7705,10.190.2.49,
ACSMTX-BB019-AA,7705,10.190.2.50,
ACSMTX-BB019-AB,7705,10.190.2.51,
PERSEO-AGS6014-AA,7705,10.190.2.52,
CAMPES-AGS6006-AA,7705,10.190.2.53,
GUADPE-GPE6006-AA,7705,10.190.2.54,
GUADPE-GPE6006-AB,7705,10.190.2.55,
SLPMTX-SLP162H-AA,7705,10.190.2.56,
SLPMTX-SLP162H-AB,7705,10.190.2.57,
ESPANA-SLP6003-AA,7705,10.190.2.58,
SANPAB-QUE6017-AA,7705,10.190.2.60,
SANPAB-QUE6017-AB,7705,10.190.2.61,
TECNOL-QUE6009-AA,7705,10.190.2.62,
SANJUA-QUE6008-AA,7705,10.190.2.63,
ALLEND-GUJ6059-GA,7750,10.190.2.64,standard_network_PS:no_rate_limit
ALLEND-GUJ6059-AA,7705,10.190.2.65,
SNMIAL-GUJ6033-GA,7750,10.190.2.66,standard_network_PS:no_rate_limit
SNMIAL-GUJ6033-AA,7705,10.190.2.67,
QRO-R7-EA,7750,10.190.2.68,standard_network_PS:no_rate_limit
QRO-R7-EB,7750,10.190.2.69,standard_network_PS:no_rate_limit
LEO-R3-EA,7750,10.190.2.72,standard_network_PS:no_rate_limit
LEO-R3-EB,7750,10.190.2.73,standard_network_PS:no_rate_limit
LAVIRG-ZAC6011-AA,7705,10.190.2.8,
ZAC-R21-EA,7750,10.190.2.80,standard_network_PS:no_rate_limit
ZAC-R21-EB,7750,10.190.2.81,standard_network_PS:no_rate_limit
ZAC-R21-GA-A,7750,10.190.2.82,standard_network_PS:no_rate_limit
ZAC-R21-GA-B,7750,10.190.2.83,standard_network_PS:no_rate_limit
SANJUANDELOSLAGOS-WA,7750,10.190.2.84,standard_network_PS:no_rate_limit
SNJUALA-JAL5031S-GA,7750,10.190.2.85,standard_network_PS:no_rate_limit
SALAMANCA-WA,7750,10.190.2.86,standard_network_PS:no_rate_limit
VILLAF-GUJ6111-GA,7750,10.190.2.87,standard_network_PS:no_rate_limit
ZAMORA-WA,7750,10.190.2.88,standard_network_PS:no_rate_limit
LAVIRG-ZAC6011-GA,7750,10.190.2.9,
SILAO-WA,7750,10.190.2.90,standard_network_PS:no_rate_limit
SNMIGAL-GUJ6033-WA,7750,10.190.2.92,standard_network_PS:no_rate_limit
APIZACO-PUE7073-WA,7750,10.190.2.94,standard_network_PS:no_rate_limit
APIZACO-TLAX7005-GA,7750,10.190.2.95,standard_network_PS:no_rate_limit
PZR-R14-EA,7750,10.190.2.96,standard_network_PS:no_rate_limit
PZR-R14-EB,7750,10.190.2.97,standard_network_PS:no_rate_limit
PZR-R14-GA-A,7750,10.190.2.98,standard_network_PS:no_rate_limit
PZR-R14-GA-B,7750,10.190.2.99,standard_network_PS:no_rate_limit
PCGTAC-IUSTB00943-WA,7750,10.190.3.0,standard_network_PS:no_rate_limit
PLACAR-ROO8017-GA,7750,10.190.3.1,standard_network_PS:no_rate_limit
VIHMTX-TAB8018-SA,7450,10.190.3.10,standard_network_PS:no_rate_limit
PANTIT-MEX118H-CA,7750,10.190.3.100,standard_network_PS:no_rate_limit
ALBOLI-MEX9700-CA,7750,10.190.3.101,standard_network_PS:no_rate_limit
CAMARA-MEX9220-GA,7750,10.190.3.102,standard_network_PS:no_rate_limit
LINDAV-MEX9075-GA,7750,10.190.3.103,standard_network_PS:no_rate_limit
PELICA-MEX9265-GA,7750,10.190.3.104,standard_network_PS:no_rate_limit
BENJUA-MEX9297-GA,7750,10.190.3.105,standard_network_PS:no_rate_limit
NARVAR-MEX9230-GA,7750,10.190.3.106,standard_network_PS:no_rate_limit
LA-PAZ-MEX9163-GA,7750,10.190.3.107,standard_network_PS:no_rate_limit
LOSREY-MEX9207-GA,7750,10.190.3.108,standard_network_PS:no_rate_limit
RIOFRI-MEX115-GA,7750,10.190.3.109,standard_network_PS:no_rate_limit
VIHMTX-TAB8018-SB,7450,10.190.3.11,standard_network_PS:no_rate_limit
IZTAPA-MEX116H-GA,7750,10.190.3.110,standard_network_PS:no_rate_limit
TAXQUE-MEX9113-GA,7750,10.190.3.111,standard_network_PS:no_rate_limit
MIRAMO-MEX9251-GA,7750,10.190.3.112,standard_network_PS:no_rate_limit
AZTNOV-MEX174-GA,7750,10.190.3.113,standard_network_PS:no_rate_limit
CABJUA-MEX9066-GA,7750,10.190.3.114,standard_network_PS:no_rate_limit
NEZA-MEX9079-GA,7750,10.190.3.115,standard_network_PS:no_rate_limit
TLAHUA-MEX9170-GA,7750,10.190.3.116,standard_network_PS:no_rate_limit
TULYEH-MEX9169-GA,7750,10.190.3.117,standard_network_PS:no_rate_limit
CULHUA-MEX9091-GA,7750,10.190.3.118,standard_network_PS:no_rate_limit
CHURUB-MEX9028-GA,7750,10.190.3.119,standard_network_PS:no_rate_limit
VIHMTX-TAB8018-AA,7705,10.190.3.12,
MAQUEV-MEX9289-GA,7750,10.190.3.120,standard_network_PS:no_rate_limit
PEDRSU-MEX089-GA,7750,10.190.3.121,standard_network_PS:no_rate_limit
FUEBRO-MEX155H-GA,7750,10.190.3.123,standard_network_PS:no_rate_limit
TORUNE-MEX9544-GA,7750,10.190.3.124,standard_network_PS:no_rate_limit
NEXTEN-MEX056-GA,7750,10.190.3.125,standard_network_PS:no_rate_limit
LASOLE-MEX9161-GA,7750,10.190.3.126,standard_network_PS:no_rate_limit
TECAMA-MEX9115-GA,7750,10.190.3.127,standard_network_PS:no_rate_limit
ANAHUA-MEX1089-GA,7750,10.190.3.128,standard_network_PS:no_rate_limit
CUAJIM-MEX9084-GA,7750,10.190.3.129,standard_network_PS:no_rate_limit
VIHMTX-TAB8018-AB,7705,10.190.3.13,
AZCAPO-MEX9011-GA,7750,10.190.3.130,standard_network_PS:no_rate_limit
ECHEGA-MEX9184-GA,7750,10.190.3.131,standard_network_PS:no_rate_limit
CLAVER-MEX9047-GA,7750,10.190.3.132,standard_network_PS:no_rate_limit
HIPODR-MEX9039-GA,7750,10.190.3.133,standard_network_PS:no_rate_limit
LARAZA-MEX9119-GA,7750,10.190.3.135,standard_network_PS:no_rate_limit
ALAMED-MEX9117-GA,7750,10.190.3.137,standard_network_PS:no_rate_limit
ROMNTE-HMEX0172-GA,7750,10.190.3.138,standard_network_PS:no_rate_limit
CONDES-MEX9062-GA,7750,10.190.3.139,standard_network_PS:no_rate_limit
ALBOLI-MEX9700-EA,7750,10.190.3.140,standard_network_PS:no_rate_limit
CUERN1-MORL9025-GA,7750,10.190.3.141,standard_network_PS:no_rate_limit
CAPUFE-MORL9022-GA,7750,10.190.3.142,standard_network_PS:no_rate_limit
CUERN2-MORL9004-GA,7750,10.190.3.143,standard_network_PS:no_rate_limit
ZODIAC-MORL9021-GA,7750,10.190.3.145,standard_network_PS:no_rate_limit
CUERN3-MORL9006-GA,7750,10.190.3.146,standard_network_PS:no_rate_limit
VABGTA-IUSTB00947-WA,7750,10.190.3.147,standard_network_PS:no_rate_limit
TECPAC-HID9005-GA,7750,10.190.3.149,standard_network_PS:no_rate_limit
NUEHID-HID9012-GA,7750,10.190.3.150,standard_network_PS:no_rate_limit
VILALA-HID9014-GA,7750,10.190.3.151,standard_network_PS:no_rate_limit
CUBIUS-HID9002-GA,7750,10.190.3.152,standard_network_PS:no_rate_limit
TEPEY-HID9071-GA,7750,10.190.3.153,standard_network_PS:no_rate_limit
TOLBUE-MEX9295-SA,7450,10.190.3.154,standard_network_PS:no_rate_limit
TOLBUE-MEX9295-SB,7450,10.190.3.155,standard_network_PS:no_rate_limit
TOLBUE-MEX9295-EA,7750,10.190.3.156,standard_network_PS:no_rate_limit
TOLBUE-MEX9295-EB,7750,10.190.3.157,standard_network_PS:no_rate_limit
TOLBUE-MEX9295-AA,7705,10.190.3.158,
ZODIAC-MORL9021-AA,7705,10.190.3.160,
AREMEX-MEX9851-GA,7750,10.190.3.164,standard_network_PS:no_rate_limit
ALBOLI-MEX9700-AA,7705,10.190.3.169,
CANMTX-ROO8018-EA,7750,10.190.3.17,standard_network_PS:no_rate_limit
STAFE1-MEX9192-AA,7705,10.190.3.171,
TORUNE-MEX9544-AA,7705,10.190.3.174,
BOSLAG-MEX9296-AA,7705,10.190.3.176,
CUAJIM-MEX9084-AA,7705,10.190.3.177,
CUAIZC-MEX9164-AA,7705,10.190.3.178,
CUERN1-MORL9025-AA,7705,10.190.3.179,
CANMTX-ROO8018-EB,7750,10.190.3.18,standard_network_PS:no_rate_limit
ELHUES-MEX9061-AA,7705,10.190.3.181,
LARAZA-MEX9119-AA,7705,10.190.3.182,
LASOLE-MEX9161-AA,7705,10.190.3.183,
ALAMED-MEX9117-AA,7705,10.190.3.186,
ANAHUA-MEX1089-AA,7705,10.190.3.187,
ATENCO-MEX9285-AA,7705,10.190.3.188,
CANMTX-ROO8018-SA,7450,10.190.3.19,standard_network_PS:no_rate_limit
COACAL-MEX9059-AA,7705,10.190.3.191,
CUBIUS-HID9002-AA,7705,10.190.3.193,
PEDREG-MEX9064-AA,7705,10.190.3.197,
SEMINA-MEX9110-AA,7705,10.190.3.199,
PLACAR-ROO8017-AA,7705,10.190.3.2,
CANMTX-ROO8018-SB,7450,10.190.3.20,standard_network_PS:no_rate_limit
TECPAC-HID9005-AA,7705,10.190.3.200,
TLAHUA-MEX9170-AA,7705,10.190.3.202,
TOTOLT-MEX9268-AA,7705,10.190.3.204,
TULYEH-MEX9169-AA,7705,10.190.3.205,
TLALNE-MEX9226-SA,7450,10.190.3.209,standard_network_PS:no_rate_limit
CANMTX-ROO8018-AA,7705,10.190.3.21,
TLALNE-MEX9226-SB,7450,10.190.3.210,standard_network_PS:no_rate_limit
TOLBUE-MEX9295-IEA,7750,10.190.3.213,standard_network_PS:no_rate_limit
SANFCO-MEX9238-GA,7750,10.190.3.214,standard_network_PS:no_rate_limit
MCSXOC-MEX506H-GA,7750,10.190.3.216,standard_network_PS:no_rate_limit
TOLBUE-MEX9295-SC,7450,10.190.3.218,standard_network_PS:no_rate_limit
TOLBUE-MEX9295-SD,7450,10.190.3.219,standard_network_PS:no_rate_limit
CUERN1-MORL9025-AB,7705,10.190.3.220,
TLALNE-MEX9226-AA,7705,10.190.3.223,
LWA-LAPRESA-TEMM,7705,10.190.3.229,
LEGARIA-MEX9076-GA,7750,10.190.3.230,standard_network_PS:no_rate_limit
NEWMAN-GA,7750,10.190.3.232,standard_network_PS:no_rate_limit
MEX-M1-CB,7750,10.190.3.233,standard_network_PS:no_rate_limit
MEX-M1-EA,7750,10.190.3.234,standard_network_PS:no_rate_limit
MEX-M1-EB,7750,10.190.3.235,standard_network_PS:no_rate_limit
REV-M2-EA,7750,10.190.3.238,standard_network_PS:no_rate_limit
REV-M2-EB,7750,10.190.3.239,standard_network_PS:no_rate_limit
TOL-R6-EA,7750,10.190.3.240,standard_network_PS:no_rate_limit
TOL-R6-EB,7750,10.190.3.241,standard_network_PS:no_rate_limit
NEXTGO-TELCEL-AA,7705,10.190.3.243,
MEX-M1-CA,7750,10.190.3.246,standard_network_PS:no_rate_limit
RIOFRIO-MEX253-AA,7705,10.190.3.250,
MER-M6-CA,7750,10.190.3.26,standard_network_PS:no_rate_limit
MER-M6-CB,7750,10.190.3.27,standard_network_PS:no_rate_limit
MER-M6-EA,7750,10.190.3.28,standard_network_PS:no_rate_limit
MER-M6-EB,7750,10.190.3.29,standard_network_PS:no_rate_limit
PLACAR-ROO8017-AB,7705,10.190.3.3,
VHE-R19-EA,7750,10.190.3.30,standard_network_PS:no_rate_limit
VHE-R19-EB,7750,10.190.3.31,standard_network_PS:no_rate_limit
CUN-R2-EA,7750,10.190.3.34,standard_network_PS:no_rate_limit
CUN-R2-EB,7750,10.190.3.35,standard_network_PS:no_rate_limit
VALLADOLID-WA,7750,10.190.3.38,standard_network_PS:no_rate_limit
VALLADO-YUC8002-GA,7750,10.190.3.39,standard_network_PS:no_rate_limit
LAUREL-CHP8022-AA,7705,10.190.3.4,
SANBAL-CHP8025-AA,7705,10.190.3.40,
TONALA-CHP8021-AA,7705,10.190.3.41,
TOLUCI-MEX9227-GA,7750,10.190.3.49,standard_network_PS:no_rate_limit
TULIPA-CHP8023-AA,7705,10.190.3.5,
TOLBUE-MEX9295-CA,7750,10.190.3.50,standard_network_PS:no_rate_limit
TOLBUE-MEX9295-CB,7750,10.190.3.51,standard_network_PS:no_rate_limit
VILLAV-MEX9322-GA,7750,10.190.3.52,standard_network_PS:no_rate_limit
SEMINA-MEX9110-GA,7750,10.190.3.53,standard_network_PS:no_rate_limit
TOLUCA2-MEX9167-GA,7750,10.190.3.54,standard_network_PS:no_rate_limit
PROVID-MEX9103-GA,7750,10.190.3.55,standard_network_PS:no_rate_limit
ATENCO-MEX9285-GA,7750,10.190.3.56,standard_network_PS:no_rate_limit
TOTOLT-MEX9268-GA,7750,10.190.3.57,standard_network_PS:no_rate_limit
VIHMTX-TAB8018-EA,7750,10.190.3.6,standard_network_PS:no_rate_limit
STAFE1-MEX9192-CA,7750,10.190.3.60,standard_network_PS:no_rate_limit
STAFE1-MEX9192-CB,7750,10.190.3.61,standard_network_PS:no_rate_limit
STAFE1-MEX9192-GA,7750,10.190.3.62,standard_network_PS:no_rate_limit
ALVOBR-MEX9224-GA,7750,10.190.3.63,standard_network_PS:no_rate_limit
VALLEJO-TELCEL-AA,7705,10.190.3.64,
COYOAC-MEX9053-GA,7750,10.190.3.65,standard_network_PS:no_rate_limit
DELVAL-MEX9027-GA,7750,10.190.3.66,standard_network_PS:no_rate_limit
SANCOS-MEX9190-GA,7750,10.190.3.68,standard_network_PS:no_rate_limit
MELOCA-MEX9242-GA,7750,10.190.3.69,standard_network_PS:no_rate_limit
VIHMTX-TAB8018-EB,7750,10.190.3.7,standard_network_PS:no_rate_limit
HORACI-MEX9040-GA,7750,10.190.3.70,standard_network_PS:no_rate_limit
VISHER-MEX9018-GA,7750,10.190.3.71,standard_network_PS:no_rate_limit
TULANC-HID9009-AA,7705,10.190.3.72,
SANGEL-MEX200-GA,7750,10.190.3.73,standard_network_PS:no_rate_limit
SANJER-MEX9080-GA,7750,10.190.3.74,standard_network_PS:no_rate_limit
PEDREG-MEX9064-GA,7750,10.190.3.75,standard_network_PS:no_rate_limit
CTOAZT-MEX9035-GA,7750,10.190.3.76,standard_network_PS:no_rate_limit
TEPEPA-MEX9228-GA,7750,10.190.3.78,standard_network_PS:no_rate_limit
ELHUES-MEX9061-GA,7750,10.190.3.79,standard_network_PS:no_rate_limit
TLALNE-MEX9226-CA,7750,10.190.3.80,standard_network_PS:no_rate_limit
TLALNE-MEX9226-CB,7750,10.190.3.81,standard_network_PS:no_rate_limit
CUAIZC-MEX9164-GA,7750,10.190.3.82,standard_network_PS:no_rate_limit
BOSLAG-MEX9296-GA,7750,10.190.3.83,standard_network_PS:no_rate_limit
BALCON-MEX9308-GA,7750,10.190.3.84,standard_network_PS:no_rate_limit
STAMON-MEX9283-GA,7750,10.190.3.85,standard_network_PS:no_rate_limit
SATELI-MEX9111-GA,7750,10.190.3.86,standard_network_PS:no_rate_limit
LOMVER-MEX9060-GA,7750,10.190.3.87,standard_network_PS:no_rate_limit
BARRIE-MEX0307-GA,7750,10.190.3.88,standard_network_PS:no_rate_limit
COACAL-MEX9059-GA,7750,10.190.3.89,standard_network_PS:no_rate_limit
ECATEP-MEX9182-GA,7750,10.190.3.90,standard_network_PS:no_rate_limit
LASAME-MEX9012-GA,7750,10.190.3.91,standard_network_PS:no_rate_limit
VERGEL-MEX121-GA,7750,10.190.3.92,standard_network_PS:no_rate_limit
TLALNE-MEX9226-GA,7750,10.190.3.93,standard_network_PS:no_rate_limit
CHIQUI-MEXIN028-GA,7750,10.190.3.94,standard_network_PS:no_rate_limit
XALOST-MEX220-GA,7750,10.190.3.95,standard_network_PS:no_rate_limit
ARAGON-MEX9301-GA,7750,10.190.3.96,standard_network_PS:no_rate_limit
PANTIT-MEX118H-GA,7750,10.190.3.97,standard_network_PS:no_rate_limit
OLIPAD-IUSTB00945-WA,7750,10.190.3.99,standard_network_PS:no_rate_limit
MX-SLPMTH1461BHCSRMOB-01,7705,10.190.4.105,
GUANAJUATO-WA,7750,10.190.4.106,standard_network_PS:no_rate_limit
GUANAJU-GUJ6098-GA,7750,10.190.4.107,standard_network_PS:no_rate_limit
MXGUADLH0197RTBHCSRMOB01,7705,10.190.4.113,
MXQTOSJR1431RTBHCSRMOB01,7705,10.190.4.115,
MXGUALEO0299RTAGG01,7750,10.190.4.116,standard_network_PS:no_rate_limit
MXGUAIRA0241RTCORE01,7750,10.190.4.124,standard_network_PS:no_rate_limit
MXGUAIRA0249RTAGG01,7750,10.190.4.126,standard_network_PS:no_rate_limit
ACA-R1-EA,7750,10.190.4.127,standard_network_PS:no_rate_limit
ACA-R1-EB,7750,10.190.4.128,standard_network_PS:no_rate_limit
ACA-R1-GA-A,7750,10.190.4.129,standard_network_PS:no_rate_limit
ACA-R1-GA-B,7750,10.190.4.130,standard_network_PS:no_rate_limit
REFTULA-HID9001-GA,7750,10.190.4.131,standard_network_PS:no_rate_limit
REFTULA-HID9001-WA,7750,10.190.4.132,standard_network_PS:no_rate_limit
CUAUTL-MORL9005-GA,7750,10.190.4.133,standard_network_PS:no_rate_limit
YAUTEPE-MEX9005-WA,7750,10.190.4.134,standard_network_PS:no_rate_limit
NARANJO1-MEX9158-AA,7705,10.190.4.135,
NARANJO2-MEX9158-AA,7705,10.190.4.136,
MXPUEXIU0396BHCSRMOB01,7705,10.190.4.138,
MXMORCUA0177RTAGG01,7750,10.190.4.139,
MXVERCOR0493RTAGG01,7750,10.190.4.146,standard_network_PS:no_rate_limit
MXMAXCOMCORDRTBHCSRMOB02,7705,10.190.4.148,
MXVERCOR0492RTAGG01,7750,10.190.4.156,standard_network_PS:no_rate_limit
OCOZOC-CHP8011-AA,7705,10.190.4.159,
MXHGDL0210RTAGG01,7750,10.190.4.164,standard_network_PS:no_rate_limit
TORDIA-DIFCHT6125-GA,7750,10.190.4.172,standard_network_PS:no_rate_limit
TORDIA-DIFCHT6125-GB,7750,10.190.4.173,standard_network_PS:no_rate_limit
ALBOLI-MEX9700-CB,7750,10.190.4.174,standard_network_PS:no_rate_limit
ALBOLI-MEX9700-EB,7750,10.190.4.175,standard_network_PS:no_rate_limit
TEXCOCO-MEX9116-AA,7705,10.190.4.192,
TEXCOCO-MEX128-AA,7705,10.190.4.193,
BARRIOT-MEX103H-AA,7705,10.190.4.194,
SANJUAN-TELMX-AA,7705,10.190.4.195,
MXMEXATL0025BHCSRMOB01,7705,10.190.4.200,
MXMEXJTC0372BHCSRMOB01,7705,10.190.4.201,
MXHLEO0103RTAGG01,7750,10.190.4.244,standard_network_PS:no_rate_limit
MXJALLAG0778RTAGG01,7750,10.190.4.245,standard_network_PS:no_rate_limit
MXNLEGALMAR02RTBHCSRMOB01,7705,10.190.4.52,
MXNLEGALMAR01RTBHCSRMOB01,7705,10.190.4.53,
TPC-R16-EA,7750,10.190.4.64,standard_network_PS:no_rate_limit
TPC-R16-EB,7750,10.190.4.65,standard_network_PS:no_rate_limit
CDACUNA-COA4007-AA,7705,10.190.4.75,
SANPEDRO-TELCEL-AA,7705,10.190.4.76,
MAYO-TELMEX-AA,7705,10.190.4.77,
MXJALICG0756BHCSRMOB01,7705,10.190.4.85,
MXJALTEM0866RTAGG01,7750,10.190.4.86,standard_network_PS:no_rate_limit
MXJALARS0563BHCSRMOB01,7705,10.190.4.87,
MXJALTEM0866RTCORE01,7750,10.190.4.91,standard_network_PS:no_rate_limit
MXGUACELTP01RTAGG01,7705,10.190.62.68,
MXGUASDUMAR01RTAGG0,7705,10.190.62.69,
MXLEOM02RTAGG01,7705,10.190.62.76,
SMATEQ-GUA035H-BH,7705,10.240.64.1,
TLAQUE-JAL5084-BH,7705,10.240.64.10,
LFUENT-JAL5085-BH,7705,10.240.64.11,
ORIENT-JAL5086-BH,7705,10.240.64.12,
AUDITO-JAL5091-BH,7705,10.240.64.13,
VALREA-JAL5092-BH,7705,10.240.64.14,
CRUSUR-JAL5099-BH,7705,10.240.64.15,
INGLAT-JAL5100-BH,7705,10.240.64.16,
MEZQUI-JAL5101-BH,7705,10.240.64.17,
MXJALTLZ0898RTBHCSRMOB01,7705,10.240.64.18,
