sysname,chassis,source_ip,l2vpn,service_id,service_name,customer_id,sap,ingress_qos_id,egress_qos_id,port,policy,card,buffer_min,buffer_max,resv_min,resv_max,shutdown
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,100,rvpls-100,2,2/1/7,50,50,2/1/7,,2,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,100,rvpls-100,2,2/1/8,50,50,2/1/8,,2,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,218016,INTERCON-GSM-PUE-TELE,2,1/1/5:1790,2000,2000,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,218059,ENLACE-MPLS-R7-A3,2,1/1/5:1859,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227001,VPLS_GSM_To-OAXGTAC07-WAM,2,1/1/5:1934,2000,2000,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227003,CONEXION_VLAN133,2,1/1/5:133,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227003,CONEXION_VLAN133,2,2/1/1:133,10,10,2/1/1,,2,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227003,CONEXION_VLAN133,2,2/1/2:133,10,10,2/1/2,PS-IPMEAN-access:Mobile,2,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227003,CONEXION_VLAN133,2,2/1/5:133,10,10,2/1/5,PS-IPMEAN-access:Mobile,2,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227003,CONEXION_VLAN133,2,2/1/6:133,10,10,2/1/6,PS-IPMEAN-access:Mobile,2,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227120,TO-PTN1,2,1/1/5:204,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227121,227121,2,1/1/5:203,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227122,TO-PTN1_2,2,1/1/5:201,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227123,TO-PTN1_3,2,1/1/5:202,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227124,227124,2,1/1/5:210,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227125,227125,2,1/1/5:213,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227126,TO-PTN1_6,2,1/1/5:205,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227127,TO-PTN2_1,2,1/1/5:300,3000,3000,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227128,TO-PTN2_2,2,1/1/5:301,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227129,TO-PTN3,2,1/1/5:208,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227130,227130,2,1/1/5:209,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227131,TO-PTN5,2,1/1/5:218,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227132,TO-PTN5_2,2,1/1/5:219,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227170,vpls-IuCS_CP_1_RNC170,2,4/1/2:2,2000,2000,4/1/2,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227171,vpls-IuCS_CP_2_RNC170,2,4/1/3:3,2000,2000,4/1/3,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227172,vpls-IuCS_UP_1_RNC170,2,4/1/2:500,2000,2000,4/1/2,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227173,vpls-IuCS_UP_2_RNC170,2,4/1/3:501,2000,2000,4/1/3,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227174,vpls-IuR_CP_RNC170,2,4/1/2:4,2000,2000,4/1/2,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227174,vpls-IuR_CP_RNC170,2,4/1/3:4,2000,2000,4/1/3,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227175,vpls-IuR_UP_RNC170,2,4/1/2:5,2000,2000,4/1/2,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227175,vpls-IuR_UP_RNC170,2,4/1/3:5,2000,2000,4/1/3,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227176,vpls-IuPS_CP_1_RNC170,2,4/2/1:6,2000,2000,4/2/1,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227177,vpls-IuPS_CP_2_RNC170,2,4/2/2:7,2000,2000,4/2/2,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227179,vpls-IuPS_UP_2_RNC170,2,4/2/2:702,2000,2000,4/2/2,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227180,vpls-IuB_CP&UP_1_RNC170,2,4/2/3:100,2000,2000,4/2/3,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227181,vpls-IuB_CP&UP_2_RNC170,2,5/1/1:101,2000,2000,5/1/1,PS-IPMEAN-access:Mobile,5,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227190,vpls-IuPS_UP_1_RNC170,2,4/2/1:701,2000,2000,4/2/1,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227192,vpls_Expansion-IuB_RNC170,2,5/1/2:104,2000,2000,5/1/2,PS-IPMEAN-access:Mobile,5,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227193,vpls-Expansion-IuB_2_RNC170,2,5/1/3:105,2000,2000,5/1/3,PS-IPMEAN-access:Mobile,5,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,227300,227300,2,1/1/5:178,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,228001,VLANS DE MEDANO DEL PERRO HACIA VHE,2,1/1/5:112,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,228004,228004,2,1/1/5:393,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,228005,VPLS_GSM_To-VHGTAC08-WAM,2,1/1/5:1869,2000,2000,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,228006,228006,2,1/1/5:808,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,228008,228008,2,1/1/5:1212,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,228009,228009,2,1/1/5:1213,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,228010,228010,2,1/1/5:1215,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,228011,228011,2,1/1/5:2555,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,228012,228012,2,1/1/5:806,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,228700,228700,2,1/1/5:1849,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,229950,229950,2,1/1/5:802,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,238216,GSM-INTERCON-PUEM,2,1/1/5:1972,2000,2000,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,238217,GSM-INTERCON-PUET,2,1/1/5:1973,2000,2000,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,238218,PTN-PTNTULANCINGO,2,1/1/5:291,40,40,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,238219,PTN-PTNTULANCINGO2,2,1/1/5:293,40,40,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,259016,VPLS service-5036 PUEMTX-PUE7020-EB (10.190.2.112),2,1/1/5:1082,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,288011,VPLS service-1186 PUEMTX-PUE7020-EB (10.190.2.112),2,1/1/5:71,10,10,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,288018,ABIS3,2,1/1/4:1523,2000,2000,1/1/4,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,288018,ABIS3,2,4/2/4:1523,2000,2000,4/2/4,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
PUEMTX-PUE7020-EB,7750,10.190.2.112,vpls,288019,ABIS4,2,1/1/4:1521,2000,2000,1/1/4,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
