Sysname,model,source,description,sap_ingress_3001_create,sap_ingress_3001_description,sap_ingress_3001_queue1_create,sap_ingress_3001_queue1_percent_rate,sap_ingress_3001_queue11_create,sap_ingress_3001_queue11_rate,sap_ingress_3001_fc_l2_create,sap_ingress_3001_fc_l2_queue,sap_ingress_3001_fc_l2_in_dscp,sap_ingress_3001_fc_l2_out_dscp,sap_ingress_3001_default_fc
TLALNE-MEX9226-SA,7450,10.190.3.209,"OAM:dscp_marking""",1,1,1,1,1,1,1,1,1,1,1
