Sysname,model,source,description,sap_ingress_3000_create,sap_ingress_3000_description,sap_ingress_3000_queue1_create,sap_ingress_3000_queue1_percent_rate,sap_ingress_3000_queue11_create,sap_ingress_3000_queue11_rate,sap_ingress_3000_fc_l2_create,sap_ingress_3000_fc_l2_queue,sap_ingress_3000_default_fc
TLALNE-MEX9226-SA,7450,10.190.3.209,"OAM""",1,1,1,1,1,1,1,1,1
