Sysname,model,source,description,queue_group_1g_create,queue_group_1g_description,queue_group_1g_queue1_create,queue_group_1g_queue1_port_parent,queue_group_1g_queue1_percent_rate,queue_group_1g_queue1_packet_byte,queue_group_1g_queue2_create,queue_group_1g_queue2_port_parent,queue_group_1g_queue2_percent_rate,queue_group_1g_queue2_packet_byte,queue_group_1g_queue3_create,queue_group_1g_queue3_port_parent,queue_group_1g_queue3_percent_rate,queue_group_1g_queue3_packet_byte,queue_group_1g_queue4_create,queue_group_1g_queue4_port_parent,queue_group_1g_queue4_percent_rate,queue_group_1g_queue4_packet_byte,queue_group_1g_queue5_create,queue_group_1g_queue5_port_parent,queue_group_1g_queue5_percent_rate,queue_group_1g_queue5_cbs,queue_group_1g_queue5_mbs,queue_group_1g_queue5_packet_byte,queue_group_1g_queue6_create,queue_group_1g_queue6_port_parent,queue_group_1g_queue6_percent_rate,queue_group_1g_queue6_cbs,queue_group_1g_queue6_mbs,queue_group_1g_queue6_packet_byte,queue_group_1g_queue8_create,queue_group_1g_queue8_port_parent,queue_group_1g_queue8_percent_rate,queue_group_1g_queue8_packet_byte,queue_group_1g_fc_af_create,queue_group_1g_fc_af_queue,queue_group_1g_fc_be_create,queue_group_1g_fc_be_queue,queue_group_1g_fc_ef_create,queue_group_1g_fc_ef_queue,queue_group_1g_fc_h2_create,queue_group_1g_fc_h2_queue,queue_group_1g_fc_l1_create,queue_group_1g_fc_l1_queue,queue_group_1g_fc_l2_create,queue_group_1g_fc_l2_queue,queue_group_1g_fc_nc_create,queue_group_1g_fc_nc_queue
DIAMAN-CUL008-GA,7750,10.190.0.102,Standard_QG_for_10G_ports,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
