Sysname,model,source,description
MEDPER-VER7021-GA,7750,10.190.2.127,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
BRISAS-VER7144-GA,7750,10.190.2.128,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
BUGAMB-GUJ6032-GA,7750,10.190.2.13,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PZRGTA-IUSTB00962-WA,7750,10.190.2.130,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MINATI-IUSTB00970-WA,7750,10.190.2.132,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
COAGTA-IUSTB00990-WA,7750,10.190.2.133,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
JUILE-IUSTB00901-WA,7750,10.190.2.135,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SALCRU-IUSTB00942-GA,7750,10.190.2.137,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SACGTA-IUSTB00898-WA,7750,10.190.2.138,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
OAXAC2-OAX7002-GA,7750,10.190.2.139,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
FORTIN-OAX7005-GA,7750,10.190.2.140,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
HUATUL-OAX7047-GA,7750,10.190.2.141,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CANTRE-VER7054-GA,7750,10.190.2.142,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CUAUHT-ACA016HC-GA,7750,10.190.2.143,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LOSLIR-GUE7016H-GA,7750,10.190.2.144,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MEGREN-ACA001HC-GA,7750,10.190.2.145,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ARRSEC-ACA006H-GA,7750,10.190.2.146,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ACAGTA-IUSTB00898-WA,7750,10.190.2.147,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ACAMTX-ACAMTX-CA,7750,10.190.2.150,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ACAMTX-ACAMTX-CB,7750,10.190.2.151,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
OAXGTA-IUSTB00981-WA,7750,10.190.2.154,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LASBRI-GUJ6069-GA,7750,10.190.2.16,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ACAMTX-ACAMTX-EA,7750,10.190.2.175,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ACAMTX-ACAMTX-EB,7750,10.190.2.176,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ACAMTX-ACAMTX-SA,7450,10.190.2.177,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ACAMTX-ACAMTX-SB,7450,10.190.2.178,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ACSMTX-BB019-GA,7750,10.190.2.18,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TEHUAC-PUE7026-GA,7750,10.190.2.180,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ELABUE-VER7027-GA,7750,10.190.2.182,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ZIHGTA-GUE7041-WA,7750,10.190.2.184,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MXVERCTZ0509RTAGG01,7750,10.190.2.185,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CIUDAD-GUJ6020-GA,7750,10.190.2.19,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
HUATUL-IUSTB00991-WA,7750,10.190.2.190,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PUE-R4-EA,7750,10.190.2.191,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PUE-R4-EB,7750,10.190.2.192,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VER-R18-EA,7750,10.190.2.193,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VER-R18-EB,7750,10.190.2.194,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VER-R18-GA-A,7750,10.190.2.195,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VER-R18-GA-B,7750,10.190.2.196,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LATORR-GUJ6035-GA,7750,10.190.2.20,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MERMTX-YUC8012-CA,7750,10.190.2.200,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MERMTX-YUC8012-CB,7750,10.190.2.201,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VHGTAC-IUSTB00974-WA,7750,10.190.2.202,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VIHMTX-TAB8018-CA,7750,10.190.2.203,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VIHMTX-TAB8018-CB,7750,10.190.2.204,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ALAME6-GUJ6061-GA,7750,10.190.2.21,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MALGTA-IUSTB00971-WA,7750,10.190.2.210,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MAMGTA-IUSTB00973-WA,7750,10.190.2.211,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TUXGTA-IUSTB00982-WA,7750,10.190.2.212,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MERCCO-YUC8004-GA,7750,10.190.2.213,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PASMON-YUC8014-GA,7750,10.190.2.214,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MECTRO-YUC8025-GA,7750,10.190.2.215,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
GARGIN-YUC8030-GA,7750,10.190.2.216,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PZADOR-YUC8022-GA,7750,10.190.2.217,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
FRAMON-YUC8005-GA,7750,10.190.2.218,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CLUGOL-GUJ6051-GA,7750,10.190.2.22,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TERAN-CHP8031-GA,7750,10.190.2.220,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CAMGTA-IUSTB00977-WA,7750,10.190.2.221,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CARGTA-IUSTB00984-WA,7750,10.190.2.223,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
DELCAR-ROO8062-GA,7750,10.190.2.224,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ESCGTA-IUSTB00983-WA,7750,10.190.2.225,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ESCARC-CAM8009-GA,7750,10.190.2.226,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TICGTA-IUSTB00975-WA,7750,10.190.2.227,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TUXCOL-CHP8001-GA,7750,10.190.2.228,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CHEGTA-IUSTB00985-WA,7750,10.190.2.229,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CHETUM-ROO7013-GA,7750,10.190.2.230,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TUXMXT-TUXMTX-GA,7750,10.190.2.231,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TAPCOL-CHP8028-GA,7750,10.190.2.232,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LAUREL-CHP8022-GA,7750,10.190.2.233,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CANGTA-IUSTB00944-WA,7750,10.190.2.234,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TULIPA-CHP8023-GA,7750,10.190.2.235,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MERMTX-YUC8012-EA,7750,10.190.2.238,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MERMTX-YUC8012-EB,7750,10.190.2.239,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PERSEO-AGS6014-GA,7750,10.190.2.24,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MERMTX-YUC8012-SA,7450,10.190.2.240,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MERMTX-YUC8012-SB,7450,10.190.2.241,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MERGTA-IUSTB00976-WA,7750,10.190.2.249,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ESPANA-SLP6003-GA,7750,10.190.2.25,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CANMTX-ROO8018-CA,7750,10.190.2.250,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CANMTX-ROO8018-CB,7750,10.190.2.251,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CAMPES-AGS6006-GA,7750,10.190.2.26,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ACSGTA-BB019-WA,7750,10.190.2.27,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
GUADPE-GPE6006-GA,7750,10.190.2.28,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ZACGTA-ZAC6006-WA,7750,10.190.2.29,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SLPMTX-SLP162H-GA,7750,10.190.2.31,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
IGNMAR-SLP151H-GA,7750,10.190.2.32,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LASHAD-AGS6012-GA,7750,10.190.2.33,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ALAMIT-SLP6017-GA,7750,10.190.2.34,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TINREV-QRO102-GA,7750,10.190.2.36,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TECNOL-QUE6009-GA,7750,10.190.2.38,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
JARDIN-QUE6015-GA,7750,10.190.2.39,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SANJUA-QUE6008-GA,7750,10.190.2.40,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SANPAB-QUE6017-GA,7750,10.190.2.41,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ALLEND-GUJ6059-GA,7750,10.190.2.64,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SNMIAL-GUJ6033-GA,7750,10.190.2.66,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
QRO-R7-EA,7750,10.190.2.68,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
QRO-R7-EB,7750,10.190.2.69,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LEO-R3-EA,7750,10.190.2.72,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LEO-R3-EB,7750,10.190.2.73,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ZAC-R21-EA,7750,10.190.2.80,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ZAC-R21-EB,7750,10.190.2.81,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ZAC-R21-GA-A,7750,10.190.2.82,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ZAC-R21-GA-B,7750,10.190.2.83,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SANJUANDELOSLAGOS-WA,7750,10.190.2.84,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SNJUALA-JAL5031S-GA,7750,10.190.2.85,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SALAMANCA-WA,7750,10.190.2.86,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VILLAF-GUJ6111-GA,7750,10.190.2.87,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ZAMORA-WA,7750,10.190.2.88,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SILAO-WA,7750,10.190.2.90,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SNMIGAL-GUJ6033-WA,7750,10.190.2.92,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
APIZACO-PUE7073-WA,7750,10.190.2.94,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
APIZACO-TLAX7005-GA,7750,10.190.2.95,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PZR-R14-EA,7750,10.190.2.96,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PZR-R14-EB,7750,10.190.2.97,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PZR-R14-GA-A,7750,10.190.2.98,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PZR-R14-GA-B,7750,10.190.2.99,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PCGTAC-IUSTB00943-WA,7750,10.190.3.0,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PLACAR-ROO8017-GA,7750,10.190.3.1,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VIHMTX-TAB8018-SA,7450,10.190.3.10,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PANTIT-MEX118H-CA,7750,10.190.3.100,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ALBOLI-MEX9700-CA,7750,10.190.3.101,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CAMARA-MEX9220-GA,7750,10.190.3.102,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LINDAV-MEX9075-GA,7750,10.190.3.103,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PELICA-MEX9265-GA,7750,10.190.3.104,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
BENJUA-MEX9297-GA,7750,10.190.3.105,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
NARVAR-MEX9230-GA,7750,10.190.3.106,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LA-PAZ-MEX9163-GA,7750,10.190.3.107,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LOSREY-MEX9207-GA,7750,10.190.3.108,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
RIOFRI-MEX115-GA,7750,10.190.3.109,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VIHMTX-TAB8018-SB,7450,10.190.3.11,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
IZTAPA-MEX116H-GA,7750,10.190.3.110,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TAXQUE-MEX9113-GA,7750,10.190.3.111,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MIRAMO-MEX9251-GA,7750,10.190.3.112,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
AZTNOV-MEX174-GA,7750,10.190.3.113,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CABJUA-MEX9066-GA,7750,10.190.3.114,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
NEZA-MEX9079-GA,7750,10.190.3.115,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TLAHUA-MEX9170-GA,7750,10.190.3.116,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TULYEH-MEX9169-GA,7750,10.190.3.117,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CULHUA-MEX9091-GA,7750,10.190.3.118,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CHURUB-MEX9028-GA,7750,10.190.3.119,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MAQUEV-MEX9289-GA,7750,10.190.3.120,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PEDRSU-MEX089-GA,7750,10.190.3.121,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
FUEBRO-MEX155H-GA,7750,10.190.3.123,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TORUNE-MEX9544-GA,7750,10.190.3.124,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
NEXTEN-MEX056-GA,7750,10.190.3.125,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LASOLE-MEX9161-GA,7750,10.190.3.126,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TECAMA-MEX9115-GA,7750,10.190.3.127,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ANAHUA-MEX1089-GA,7750,10.190.3.128,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CUAJIM-MEX9084-GA,7750,10.190.3.129,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
AZCAPO-MEX9011-GA,7750,10.190.3.130,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ECHEGA-MEX9184-GA,7750,10.190.3.131,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CLAVER-MEX9047-GA,7750,10.190.3.132,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
HIPODR-MEX9039-GA,7750,10.190.3.133,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LARAZA-MEX9119-GA,7750,10.190.3.135,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ALAMED-MEX9117-GA,7750,10.190.3.137,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ROMNTE-HMEX0172-GA,7750,10.190.3.138,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CONDES-MEX9062-GA,7750,10.190.3.139,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ALBOLI-MEX9700-EA,7750,10.190.3.140,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CUERN1-MORL9025-GA,7750,10.190.3.141,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CAPUFE-MORL9022-GA,7750,10.190.3.142,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CUERN2-MORL9004-GA,7750,10.190.3.143,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ZODIAC-MORL9021-GA,7750,10.190.3.145,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CUERN3-MORL9006-GA,7750,10.190.3.146,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VABGTA-IUSTB00947-WA,7750,10.190.3.147,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TECPAC-HID9005-GA,7750,10.190.3.149,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
NUEHID-HID9012-GA,7750,10.190.3.150,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VILALA-HID9014-GA,7750,10.190.3.151,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CUBIUS-HID9002-GA,7750,10.190.3.152,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TEPEY-HID9071-GA,7750,10.190.3.153,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TOLBUE-MEX9295-EA,7750,10.190.3.156,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TOLBUE-MEX9295-EB,7750,10.190.3.157,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
AREMEX-MEX9851-GA,7750,10.190.3.164,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CANMTX-ROO8018-EA,7750,10.190.3.17,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CANMTX-ROO8018-EB,7750,10.190.3.18,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CANMTX-ROO8018-SA,7450,10.190.3.19,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CANMTX-ROO8018-SB,7450,10.190.3.20,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TLALNE-MEX9226-SA,7450,10.190.3.209,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TLALNE-MEX9226-SB,7450,10.190.3.210,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TOLBUE-MEX9295-IEA,7750,10.190.3.213,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SANFCO-MEX9238-GA,7750,10.190.3.214,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MCSXOC-MEX506H-GA,7750,10.190.3.216,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LEGARIA-MEX9076-GA,7750,10.190.3.230,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
NEWMAN-GA,7750,10.190.3.232,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MEX-M1-CB,7750,10.190.3.233,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MEX-M1-EA,7750,10.190.3.234,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MEX-M1-EB,7750,10.190.3.235,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
REV-M2-EA,7750,10.190.3.238,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
REV-M2-EB,7750,10.190.3.239,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TOL-R6-EA,7750,10.190.3.240,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TOL-R6-EB,7750,10.190.3.241,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MEX-M1-CA,7750,10.190.3.246,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MER-M6-CA,7750,10.190.3.26,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MER-M6-CB,7750,10.190.3.27,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MER-M6-EA,7750,10.190.3.28,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MER-M6-EB,7750,10.190.3.29,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VHE-R19-EA,7750,10.190.3.30,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VHE-R19-EB,7750,10.190.3.31,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CUN-R2-EA,7750,10.190.3.34,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CUN-R2-EB,7750,10.190.3.35,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VALLADOLID-WA,7750,10.190.3.38,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VALLADO-YUC8002-GA,7750,10.190.3.39,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TOLUCI-MEX9227-GA,7750,10.190.3.49,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TOLBUE-MEX9295-CA,7750,10.190.3.50,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TOLBUE-MEX9295-CB,7750,10.190.3.51,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SEMINA-MEX9110-GA,7750,10.190.3.53,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TOLUCA2-MEX9167-GA,7750,10.190.3.54,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PROVID-MEX9103-GA,7750,10.190.3.55,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ATENCO-MEX9285-GA,7750,10.190.3.56,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TOTOLT-MEX9268-GA,7750,10.190.3.57,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VIHMTX-TAB8018-EA,7750,10.190.3.6,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
STAFE1-MEX9192-CA,7750,10.190.3.60,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
STAFE1-MEX9192-CB,7750,10.190.3.61,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
STAFE1-MEX9192-GA,7750,10.190.3.62,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ALVOBR-MEX9224-GA,7750,10.190.3.63,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
COYOAC-MEX9053-GA,7750,10.190.3.65,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
DELVAL-MEX9027-GA,7750,10.190.3.66,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SANCOS-MEX9190-GA,7750,10.190.3.68,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MELOCA-MEX9242-GA,7750,10.190.3.69,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VIHMTX-TAB8018-EB,7750,10.190.3.7,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
HORACI-MEX9040-GA,7750,10.190.3.70,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VISHER-MEX9018-GA,7750,10.190.3.71,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SANGEL-MEX200-GA,7750,10.190.3.73,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SANJER-MEX9080-GA,7750,10.190.3.74,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PEDREG-MEX9064-GA,7750,10.190.3.75,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CTOAZT-MEX9035-GA,7750,10.190.3.76,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TEPEPA-MEX9228-GA,7750,10.190.3.78,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ELHUES-MEX9061-GA,7750,10.190.3.79,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TLALNE-MEX9226-CA,7750,10.190.3.80,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TLALNE-MEX9226-CB,7750,10.190.3.81,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CUAIZC-MEX9164-GA,7750,10.190.3.82,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
BOSLAG-MEX9296-GA,7750,10.190.3.83,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
BALCON-MEX9308-GA,7750,10.190.3.84,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
STAMON-MEX9283-GA,7750,10.190.3.85,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
SATELI-MEX9111-GA,7750,10.190.3.86,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LOMVER-MEX9060-GA,7750,10.190.3.87,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
BARRIE-MEX0307-GA,7750,10.190.3.88,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
COACAL-MEX9059-GA,7750,10.190.3.89,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ECATEP-MEX9182-GA,7750,10.190.3.90,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
LASAME-MEX9012-GA,7750,10.190.3.91,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
VERGEL-MEX121-GA,7750,10.190.3.92,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TLALNE-MEX9226-GA,7750,10.190.3.93,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CHIQUI-MEXIN028-GA,7750,10.190.3.94,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
XALOST-MEX220-GA,7750,10.190.3.95,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ARAGON-MEX9301-GA,7750,10.190.3.96,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
PANTIT-MEX118H-GA,7750,10.190.3.97,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
OLIPAD-IUSTB00945-WA,7750,10.190.3.99,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
