Sysname,model,source,description,sap_ingress_2000_create,sap_ingress_2000_description,sap_ingress_2000_queue1_create,sap_ingress_2000_queue1_percent_rate,sap_ingress_2000_queue2_create,sap_ingress_2000_queue2_percent_rate,sap_ingress_2000_queue3_create,sap_ingress_2000_queue3_percent_rate,sap_ingress_2000_queue4_create,sap_ingress_2000_queue4_percent_rate,sap_ingress_2000_queue5_create,sap_ingress_2000_queue5_percent_rate,sap_ingress_2000_queue5_mbs,sap_ingress_2000_queue5_cbs,sap_ingress_2000_queue6_create,sap_ingress_2000_queue6_percent_rate,sap_ingress_2000_queue11_create,sap_ingress_2000_queue11_rate,sap_ingress_2000_fc_af_create,sap_ingress_2000_fc_af_queue,sap_ingress_2000_fc_be_create,sap_ingress_2000_fc_be_queue,sap_ingress_2000_fc_ef_create,sap_ingress_2000_fc_ef_queue,sap_ingress_2000_fc_h2_create,sap_ingress_2000_fc_h2_queue,sap_ingress_2000_fc_l1_create,sap_ingress_2000_fc_l1_queue,sap_ingress_2000_fc_l2_create,sap_ingress_2000_fc_l2_queue,sap_ingress_2000_fc_nc_create,sap_ingress_2000_fc_nc_queue,sap_ingress_2000_dscp_fc_af_low,sap_ingress_2000_dscp_fc_af_high,sap_ingress_2000_dscp_fc_ef_high,sap_ingress_2000_dscp_fc_h2_high,sap_ingress_2000_dscp_fc_l1_low,sap_ingress_2000_dscp_fc_l1_high,sap_ingress_2000_dscp_fc_l2,sap_ingress_2000_dscp_fc_nc_high
TLALNE-MEX9226-SA,7450,10.190.3.209,"Mobile:All_Traffic""",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
