Sysname,model,source,network,description,network1000_create,network1000_description,network1000_ingress,network1000_ingress_dscp_be,network1000_ingress_dscp_ef,network1000_ingress_dscp_cp9,network1000_ingress_dscp_cs1,network1000_ingress_dscp_cs2,network1000_ingress_dscp_cs3,network1000_ingress_dscp_cs4,network1000_ingress_dscp_cs5,network1000_ingress_dscp_nc1,network1000_ingress_dscp_nc2,network1000_ingress_dscp_af11,network1000_ingress_dscp_af12,network1000_ingress_dscp_af13,network1000_ingress_dscp_af21,network1000_ingress_dscp_af22,network1000_ingress_dscp_af23,network1000_ingress_dscp_af31,network1000_ingress_dscp_af32,network1000_ingress_dscp_af33,network1000_ingress_dscp_af41,network1000_ingress_dscp_af42,network1000_ingress_dscp_af43,network1000_ingress_exp_be,network1000_ingress_exp_l2,network1000_ingress_exp_af,network1000_ingress_exp_l1,network1000_ingress_exp_h2,network1000_ingress_exp_ef,network1000_ingress_exp_nc_in,network1000_ingress_exp_nc_out,network1000_ingress_dot1p_be,network1000_ingress_dot1p_l2,network1000_ingress_dot1p_af,network1000_ingress_dot1p_l1,network1000_ingress_dot1p_h2,network1000_ingress_dot1p_ef,network1000_ingress_dot1p_nc,network1000_egress,network1000_egress_no_remarking,network1000_egress_fc_af,network1000_egress_fc_af_dscp_in,network1000_egress_fc_af_dscp_out,network1000_egress_fc_af_exp_in,network1000_egress_fc_af_exp_out,network1000_egress_fc_af_dot1p_in,network1000_egress_fc_af_dot1p_out,network1000_egress_fc_af_no_demark,network1000_egress_fc_af_port_redirect,network1000_egress_fc_be,network1000_egress_fc_be_dscp_in,network1000_egress_fc_be_dscp_out,network1000_egress_fc_be_exp_in,network1000_egress_fc_be_exp_out,network1000_egress_fc_be_dot1p_in,network1000_egress_fc_be_dot1p_out,network1000_egress_fc_be_no_demark,network1000_egress_fc_be_port_redirect,network1000_egress_fc_ef,network1000_egress_fc_ef_dscp_in,network1000_egress_fc_ef_dscp_out,network1000_egress_fc_ef_exp_in,network1000_egress_fc_ef_exp_out,network1000_egress_fc_ef_dot1p_in,network1000_egress_fc_ef_dot1p_out,network1000_egress_fc_ef_no_demark,network1000_egress_fc_ef_port_redirect,network1000_egress_fc_h1,network1000_egress_fc_h1_dscp_in,network1000_egress_fc_h1_dscp_out,network1000_egress_fc_h1_exp_in,network1000_egress_fc_h1_exp_out,network1000_egress_fc_h1_dot1p_in,network1000_egress_fc_h1_dot1p_out,network1000_egress_fc_h1_no_demark,network1000_egress_fc_h1_port_redirect,network1000_egress_fc_h2,network1000_egress_fc_h2_dscp_in,network1000_egress_fc_h2_dscp_out,network1000_egress_fc_h2_exp_in,network1000_egress_fc_h2_exp_out,network1000_egress_fc_h2_dot1p_in,network1000_egress_fc_h2_dot1p_out,network1000_egress_fc_h2_no_demark,network1000_egress_fc_h2_port_redirect,network1000_egress_fc_l1,network1000_egress_fc_l1_dscp_in,network1000_egress_fc_l1_dscp_out,network1000_egress_fc_l1_exp_in,network1000_egress_fc_l1_exp_out,network1000_egress_fc_l1_dot1p_in,network1000_egress_fc_l1_dot1p_out,network1000_egress_fc_l1_no_demark,network1000_egress_fc_l1_port_redirect,network1000_egress_fc_l2,network1000_egress_fc_l2_dscp_in,network1000_egress_fc_l2_dscp_out,network1000_egress_fc_l2_exp_in,network1000_egress_fc_l2_exp_out,network1000_egress_fc_l2_dot1p_in,network1000_egress_fc_l2_dot1p_out,network1000_egress_fc_l2_no_demark,network1000_egress_fc_l2_port_redirect,network1000_egress_fc_nc,network1000_egress_fc_nc_dscp_in,network1000_egress_fc_nc_dscp_out,network1000_egress_fc_nc_exp_in,network1000_egress_fc_nc_exp_out,network1000_egress_fc_nc_dot1p_in,network1000_egress_fc_nc_dot1p_out,network1000_egress_fc_nc_no_demark,network1000_egress_fc_nc_port_redirect
MEX-M1-CA,7750,10.190.3.246,1000,IPMEAN-internal:standard_policy:7xFCs,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
