Sysname,model,source,description,sap_ingress_2010_create,sap_ingress_2010_description,sap_ingress_2010_queue1_create,sap_ingress_2010_queue1_percent_rate,sap_ingress_2010_queue2_create,sap_ingress_2010_queue2_percent_rate,sap_ingress_2010_queue2_mbs,sap_ingress_2010_queue2_cbs,sap_ingress_2010_queue3_create,sap_ingress_2010_queue3_percent_rate,sap_ingress_2010_queue11_create,sap_ingress_2010_queue11_rate,sap_ingress_2010_fc_be_create,sap_ingress_2010_fc_be_queue,sap_ingress_2010_fc_ef_create,sap_ingress_2010_fc_ef_queue,sap_ingress_2010_fc_nc_create,sap_ingress_2010_fc_nc_queue,sap_ingress_2010_dscp_fc_ef_high,sap_ingress_2010_dscp_fc_nc_high
TLALNE-MEX9226-SA,7450,10.190.3.209,"Mobile:Voice+Signaling""",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
