Sysname,model,source,description,sap_ingress_2031_create,sap_ingress_2031_description,sap_ingress_2031_queue1_create,sap_ingress_2031_queue1_percent_rate,sap_ingress_2031_queue11_create,sap_ingress_2031_queue11_rate,sap_ingress_2031_fc_nc_create,sap_ingress_2031_fc_nc_queue,sap_ingress_2031_fc_nc_in_dscp,sap_ingress_2031_fc_nc_out_dscp,sap_ingress_2031_default_fc,sap_ingress_2031_default_priority
TLALNE-MEX9226-SA,7450,10.190.3.209,"Mobile:Signaling:def_fc:dscp_marking""",1,1,1,1,1,1,1,1,1,1,1,1
