sysname,chassis,source_ip,l3vpn,service_id,service_name,customer_id,interface,spoke_spd_id,spoke_svc_id,sap,ingress_qos_id,egress_qos_id,port,policy,card,buffer_min,buffer_max,resv_min,resv_max,shutdown
TIJERA-JAL5060-GA,7750,10.190.1.158,vprn,1000000,VPRN-OYM-AT&T,2,To-JALTLZ0896_Gestion_MW_O&M,11225,90004021,8/1/4:4001,3000,3000,8/1/4,PS-IPMEAN-access:Mobile,8,25.00,25.00,30.00,30.00,no
MONTER-NVL4038-EB,7750,10.190.1.55,vprn,1000000,1000000,2,To_NEXUS_OyM_DC,11057,224000,1/1/5:26,10,10,1/1/5,,1,25.00,25.00,25.00,25.00,shutdown
MONTER-NVL4038-EB,7750,10.190.1.55,ies,3204002,3204002,1,GESTION-VANTRIX-BWO-MTY,11057,224005,lag-6:109,10,10,4/1/3,,4,25.00,25.00,30.00,30.00,shutdown
ACAMTX-ACAMTX-EA,7750,10.190.2.175,vprn,429001,VPRN-GSM,2,RNC71-IuPS-1,11177,227014,4/1/4:483,2000,2000,4/1/4,PS-IPMEAN-access:Mobile,4,25.00,25.00,30.00,30.00,no
ACAMTX-ACAMTX-EA,7750,10.190.2.175,vprn,429001,VPRN-GSM,2,RNC71-IuPS-2,11177,227015,1/1/5:133,2000,2000,1/1/5,PS-IPMEAN-access:Mobile,1,25.00,25.00,30.00,30.00,no
TOLBUE-MEX9295-EA,7750,10.190.3.156,vprn,429001,SBC-GSM-ACME,2,To-SONUS-CORE,11154,229301,lag-5:122,10,10,,,,,,,,
TOLBUE-MEX9295-EB,7750,10.190.3.157,ies,329003,329003,1,GESTION-VANTRIX-BWO-TOL,11155,229005,lag-6:109,10,10,,,,,,,,
TOLBUE-MEX9295-EB,7750,10.190.3.157,vprn,429001,SBC-GSM-ACME,2,To-SONUS-CORE,11155,229301,lag-6:123,10,10,,,,,,,,
